Column1,date,days_of_week,day,hour,text,Incident Type,Location
63,30/05/2019 12:30,Thursday,30,12,Obstacle on PIE (towards Changi Airport) after Kallang Way,Obstacle,PIE (towards Changi Airport) after Kallang Way
64,30/05/2019 11:36,Thursday,30,11,Accident on Victoria Street near Ophir Road/Victoria Street Junction,Accident,Victoria Street near Ophir Road/Victoria Street Junction
65,30/05/2019 11:08,Thursday,30,11,Accident on Ophir Road (towards Victoria Street) after Queen Street. Avoid left lane,Accident,Ophir Road (towards Victoria Street) after Queen Street
66,30/05/2019 11:00,Thursday,30,11,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit
67,30/05/2019 10:54,Thursday,30,10,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 4,Accident,PIE (towards Tuas) after Eng Neo Ave
68,30/05/2019 10:28,Thursday,30,10,Accident on Bukit Panjang Road near Bangkit Road/Bukit Panjang Road Junction,Accident,Bukit Panjang Road near Bangkit Road/Bukit Panjang Road Junction
69,30/05/2019 10:24,Thursday,30,10,Heavy Traffic on PIE (towards Tuas) after Toh Guan Rd Exit,Heavy Traffic,on PIE (towards Tuas) after Toh Guan Rd Exit
70,30/05/2019 10:00,Thursday,30,10,Accident on PIE (towards Tuas) after Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit
71,30/05/2019 9:59,Thursday,30,9,Accident on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lane 4,Accident,TPE (towards PIE) after Pasir Ris Dr 8 Exit
72,30/05/2019 9:58,Thursday,30,9,Accident on PIE (towards Tuas) after Toh Guan Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Toh Guan Rd Exit
73,30/05/2019 9:37,Thursday,30,9,Heavy Traffic on PIE (towards Tuas) after BKE,Heavy Traffic,on PIE (towards Tuas) after BKE
74,30/05/2019 9:28,Thursday,30,9,Heavy Traffic on AYE (towards Tuas) after Lower Delta Rd Exit,Heavy Traffic,on AYE (towards Tuas) after Lower Delta Rd Exit
75,30/05/2019 9:13,Thursday,30,9,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit. Avoid lane 1,Accident,AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit
76,30/05/2019 9:11,Thursday,30,9,Accident on PIE (towards Tuas) after BKE with congestion till Eng Neo Ave. Avoid lane 2,Accident,PIE (towards Tuas) after BKE with congestion till Eng Neo Ave
77,30/05/2019 9:09,Thursday,30,9,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 1,Accident,AYE (towards Tuas) after Lower Delta Rd Exit
78,30/05/2019 9:04,Thursday,30,9,Accident on PIE (towards Tuas) after BKE with congestion till BKE. Avoid lane 2,Accident,PIE (towards Tuas) after BKE with congestion till BKE
79,30/05/2019 8:53,Thursday,30,8,Accident on PIE (towards Tuas) after BKE with congestion till BKE. Avoid lanes 2 and 3,Accident,PIE (towards Tuas) after BKE with congestion till BKE
80,30/05/2019 8:50,Thursday,30,8,Accident on PIE (towards Tuas) after BKE. Avoid lanes 2 and 3,Accident,PIE (towards Tuas) after BKE
81,30/05/2019 7:58,Thursday,30,7,Obstacle on TPE (towards PIE) after Pasir Ris Dr 12 Exit. Avoid lane 3,Obstacle,TPE (towards PIE) after Pasir Ris Dr 12 Exit
82,30/05/2019 7:47,Thursday,30,7,Accident on CTE (towards SLE) after AMK Ave 1 Exit with congestion till Braddell Rd Exit,Accident,CTE (towards SLE) after AMK Ave 1 Exit with congestion till Braddell Rd Exit
83,30/05/2019 7:43,Thursday,30,7,Accident on CTE (towards SLE) after AMK Ave 1 Exit,Accident,CTE (towards SLE) after AMK Ave 1 Exit
84,30/05/2019 7:13,Thursday,30,7,Accident on ECP (towards Changi Airport) before Tg Katong Rd Exit,Accident,ECP (towards Changi Airport) before Tg Katong Rd Exit
85,30/05/2019 6:49,Thursday,30,6,Accident on MCE (towards ECP) at ECP (Changi) Exit,Accident,MCE (towards ECP) at ECP (Changi) Exit
86,30/05/2019 6:42,Thursday,30,6,Obstacle on CTE (towards SLE) after AMK Ave 3 Exit. Avoid lane 3,Obstacle,CTE (towards SLE) after AMK Ave 3 Exit
87,30/05/2019 4:01,Thursday,30,4,Accident on PIE (towards Tuas) after CTE(SLE) Exit,Accident,PIE (towards Tuas) after CTE(SLE) Exit
88,30/05/2019 3:43,Thursday,30,3,Accident on PIE (towards Tuas) after CTE(SLE) Exit. Avoid lane 1,Accident,PIE (towards Tuas) after CTE(SLE) Exit
89,30/05/2019 2:53,Thursday,30,2,Heavy Traffic on CTE (towards AYE) before PIE(Changi) Exit,Heavy Traffic,on CTE (towards AYE) before PIE(Changi) Exit
90,30/05/2019 2:19,Thursday,30,2,Temporary Closure of Slip Roads at CTE Tunnel starting 4 Jun from midnight to 5.00 a.m daily. More details: http://bit.ly/2I8O76X #sgtraffic,Temporary Road Closure,of Slip Roads at CTE Tunnel starting 4 Jun from midnight to 5
91,30/05/2019 2:18,Thursday,30,2,Temporary Closure of Slip Roads at KPE Tunnel starting on 1 Jun (Sat) from midnight to 5.00 a.m. More details: http://bit.ly/2Mrpwj0 #sgtraffic,Temporary Road Closure,of Slip Roads at KPE Tunnel starting on 1 Jun (Sat) from midnight to 5
92,30/05/2019 2:17,Thursday,30,2,"Temporary Road Closure along Serangoon Road on Thursday, 6 June 2019 and Friday, 7 June 2019 from 1.30 a.m to 5.00 a.m daily. #sgtraffic http://bit.ly/2Wv42G4",Temporary Road Closure,"Closure along Serangoon Road on Thursday, 6 June 2019 and Friday, 7 June 2019 from 1"
93,30/05/2019 2:16,Thursday,30,2,"Temporary Closure of Slip Roads at MCE Tunnel on 1 Jun (Sat), 13 Jun (Thu) and 19 Jun (Wed) from midnight to 5.00 a.m. #sgtraffic http://bit.ly/2QubxHC",Temporary Road Closure,"of Slip Roads at MCE Tunnel on 1 Jun (Sat), 13 Jun (Thu) and 19 Jun (Wed) from midnight to 5"
94,30/05/2019 2:07,Thursday,30,2,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 5 Exit. Avoid lanes 1 and 2,Accident,CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 5 Exit
95,30/05/2019 2:07,Thursday,30,2,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 2,Accident,KPE (towards ECP) after Tampines Rd Exit
96,30/05/2019 2:05,Thursday,30,2,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lanes 1 and 2,Accident,CTE (towards AYE) before PIE(Changi) Exit
97,30/05/2019 1:15,Thursday,30,1,Accident on SLE (towards CTE) before Mandai Ave Exit,Accident,SLE (towards CTE) before Mandai Ave Exit
98,30/05/2019 1:13,Thursday,30,1,Accident in CTE Tunnel (towards SLE) after Outram Rd Exit,Accident,CTE Tunnel (towards SLE) after Outram Rd Exit
99,30/05/2019 1:04,Thursday,30,1,Accident on AYE (towards Tuas) before Jurong Town Hall Exit. Avoid lane 3,Accident,AYE (towards Tuas) before Jurong Town Hall Exit
100,30/05/2019 0:56,Thursday,30,0,Heavy Traffic on BKE (towards PIE) after Dairy Farm Rd Entrance,Heavy Traffic,on BKE (towards PIE) after Dairy Farm Rd Entrance
101,30/05/2019 0:34,Thursday,30,0,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till KJE Exit. Avoid lane 1,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till KJE Exit
102,30/05/2019 0:24,Thursday,30,0,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Bukit Panjang Rd Exit. Avoid lane 1,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Bukit Panjang Rd Exit
103,30/05/2019 0:23,Thursday,30,0,Obstacle on PIE (towards Tuas) before Toh Guan Rd Exit. Avoid lane 3,Obstacle,PIE (towards Tuas) before Toh Guan Rd Exit
104,30/05/2019 0:22,Thursday,30,0,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance. Avoid lane 1,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance
105,30/05/2019 0:03,Thursday,30,0,Accident on South Bridge Road (towards Upper Pickering Street) after North Canal Road. Avoid right lane,Accident,South Bridge Road (towards Upper Pickering Street) after North Canal Road
106,29/05/2019 23:57,Wednesday,29,23,Accident on PIE (towards Changi Airport) after Eng Neo Ave,Accident,PIE (towards Changi Airport) after Eng Neo Ave
107,29/05/2019 23:52,Wednesday,29,23,Accident on PIE (towards Changi Airport) after Eng Neo Ave. Avoid lane 5,Accident,PIE (towards Changi Airport) after Eng Neo Ave
108,29/05/2019 23:15,Wednesday,29,23,Accident on SLE (towards CTE) after TPE Exit with congestion till TPE Exit. Avoid lane 2,Accident,SLE (towards CTE) after TPE Exit with congestion till TPE Exit
109,29/05/2019 23:08,Wednesday,29,23,Accident on BKE (towards PIE) before Dairy Farm Rd Exit. Avoid lane 4,Accident,BKE (towards PIE) before Dairy Farm Rd Exit
110,29/05/2019 23:01,Wednesday,29,23,Accident on SLE (towards CTE) after TPE Exit. Avoid lane 2,Accident,SLE (towards CTE) after TPE Exit
111,29/05/2019 22:19,Wednesday,29,22,Accident on AYE (towards Tuas) before Normanton Exit. Avoid lanes 2 and 3,Accident,AYE (towards Tuas) before Normanton Exit
112,29/05/2019 22:04,Wednesday,29,22,Accident on AYE (towards Tuas) before Normanton Exit. Avoid lane 3,Accident,AYE (towards Tuas) before Normanton Exit
113,29/05/2019 22:01,Wednesday,29,22,Accident on AYE (towards Tuas) after Alexandra Rd Entrance. Avoid lane 3,Accident,AYE (towards Tuas) after Alexandra Rd Entrance
114,29/05/2019 21:52,Wednesday,29,21,Accident on PIE (towards Tuas) at BKE(Woodlands) Exit,Accident,PIE (towards Tuas) at BKE(Woodlands) Exit
115,29/05/2019 20:16,Wednesday,29,20,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lanes 1 and 2,Accident,CTE (towards SLE) after Moulmein Rd Exit
116,29/05/2019 20:16,Wednesday,29,20,"Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lanes 1, 2 and 3",Accident,CTE (towards SLE) after Moulmein Rd Exit
117,29/05/2019 17:48,Wednesday,29,17,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lane 4,Accident,CTE Tunnel (towards AYE) after Bukit Timah Rd Exit
118,29/05/2019 17:21,Wednesday,29,17,Accident on Lornie Highway (towards Queensway) after MacRitchie viaduct. Avoid left lane,Accident,Lornie Highway (towards Queensway) after MacRitchie viaduct
119,29/05/2019 14:46,Wednesday,29,14,Accident on SLE (towards BKE) at BKE(PIE) Exit,Accident,SLE (towards BKE) at BKE(PIE) Exit
120,29/05/2019 13:40,Wednesday,29,13,Accident on BKE (towards PIE) at Bukit Panjang Rd Entrance,Accident,BKE (towards PIE) at Bukit Panjang Rd Entrance
121,29/05/2019 11:30,Wednesday,29,11,Accident on BKE (towards Woodlands) after Mandai Rd Exit,Accident,BKE (towards Woodlands) after Mandai Rd Exit
122,29/05/2019 11:25,Wednesday,29,11,Accident on BKE (towards Woodlands) after Mandai Rd Exit. Avoid lane 2,Accident,BKE (towards Woodlands) after Mandai Rd Exit
123,29/05/2019 8:18,Wednesday,29,8,Accident on CTE (towards SLE) at Ang Mo Kio Ave 1 Entrance,Accident,CTE (towards SLE) at Ang Mo Kio Ave 1 Entrance
124,29/05/2019 8:09,Wednesday,29,8,Accident on Thomson Road (towards Newton) after Balestier Road,Accident,Thomson Road (towards Newton) after Balestier Road
125,29/05/2019 8:05,Wednesday,29,8,Heavy Traffic on PIE (towards Changi Airport) before Kallang Way,Heavy Traffic,on PIE (towards Changi Airport) before Kallang Way
126,29/05/2019 8:01,Wednesday,29,8,Accident on PIE (towards Changi Airport) before Kallang Way with congestion till Kim Keat Link. Avoid lane 4,Accident,PIE (towards Changi Airport) before Kallang Way with congestion till Kim Keat Link
127,29/05/2019 7:53,Wednesday,29,7,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 4,Accident,PIE (towards Changi Airport) before Kallang Way
128,29/05/2019 6:44,Wednesday,29,6,Accident on Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop,Accident,Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop
129,29/05/2019 6:00,Wednesday,29,6,Accident on Outram Road (towards Second Hospital Avenue) after Eu Tong Sen Street. Avoid right lane,Accident,Outram Road (towards Second Hospital Avenue) after Eu Tong Sen Street
130,29/05/2019 5:48,Wednesday,29,5,Accident on Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop. Avoid left lane,Accident,Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop
131,29/05/2019 4:36,Wednesday,29,4,Accident on AYE (towards Tuas) before Buona Vista exit. Avoid lane 1,Accident,AYE (towards Tuas) before Buona Vista exit
132,29/05/2019 3:55,Wednesday,29,3,Accident on CTE (towards SLE) at PIE Exit,Accident,CTE (towards SLE) at PIE Exit
133,29/05/2019 3:12,Wednesday,29,3,Heavy Traffic on PIE (towards Tuas) after Paya Lebar Rd,Heavy Traffic,on PIE (towards Tuas) after Paya Lebar Rd
134,29/05/2019 3:07,Wednesday,29,3,Accident on TPE (towards SLE) after Punggol Rd Exit. Avoid lane 2,Accident,TPE (towards SLE) after Punggol Rd Exit
135,29/05/2019 3:00,Wednesday,29,3,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Jalan Eunos. Avoid lane 1,Accident,PIE (towards Tuas) after Paya Lebar Rd with congestion till Jalan Eunos
136,29/05/2019 2:08,Wednesday,29,2,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd. Avoid lane 1,Accident,PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd
137,29/05/2019 2:00,Wednesday,29,2,Accident on PIE (towards Tuas) after Paya Lebar Rd. Avoid lane 1,Accident,PIE (towards Tuas) after Paya Lebar Rd
138,29/05/2019 1:30,Wednesday,29,1,Accident in CTE Tunnel (towards SLE) at Chin Swee Rd Entrance,Accident,CTE Tunnel (towards SLE) at Chin Swee Rd Entrance
139,29/05/2019 1:17,Wednesday,29,1,Accident in CTE Tunnel (towards SLE) before Merchant Rd Exit. Avoid lane 3,Accident,CTE Tunnel (towards SLE) before Merchant Rd Exit
140,29/05/2019 0:56,Wednesday,29,0,Accident on MCE (towards AYE) at MCE(AYE) Entrance,Accident,MCE (towards AYE) at MCE(AYE) Entrance
141,29/05/2019 0:47,Wednesday,29,0,Heavy Traffic on Upper Bukit Timah Road (towards City) after Old Jurong Road,Heavy Traffic,on Upper Bukit Timah Road (towards City) after Old Jurong Road
142,29/05/2019 0:35,Wednesday,29,0,Accident on Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Bukit Panjang Road,Accident,Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Bukit Panjang Road
143,29/05/2019 0:21,Wednesday,29,0,Accident on Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Gombak Drive,Accident,Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Gombak Drive
144,29/05/2019 0:15,Wednesday,29,0,Accident on AYE (towards Tuas) at Clementi Rd Entrance,Accident,AYE (towards Tuas) at Clementi Rd Entrance
145,29/05/2019 0:04,Wednesday,29,0,Accident on PIE (towards Tuas) at KPE(ECP) Exit,Accident,PIE (towards Tuas) at KPE(ECP) Exit
146,29/05/2019 0:01,Wednesday,29,0,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 3,Accident,KPE (towards ECP) after Airport Rd Entrance
147,28/05/2019 23:58,Tuesday,28,23,Accident on PIE (towards Changi Airport) after Jalan Eunos. Avoid lane 2,Accident,PIE (towards Changi Airport) after Jalan Eunos
148,28/05/2019 23:53,Tuesday,28,23,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Seletar Link Exit,Accident,TPE (towards PIE) after Punggol Rd Exit with congestion till Seletar Link Exit
149,28/05/2019 23:51,Tuesday,28,23,Accident on Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Cashew Road,Accident,Upper Bukit Timah Road (towards City) after Old Jurong Road with congestion till Cashew Road
150,28/05/2019 23:41,Tuesday,28,23,Accident on Upper Bukit Timah Road (towards City) after Old Jurong Road,Accident,Upper Bukit Timah Road (towards City) after Old Jurong Road
151,28/05/2019 23:36,Tuesday,28,23,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Seletar Link Exit. Avoid lane 2,Accident,TPE (towards PIE) after Punggol Rd Exit with congestion till Seletar Link Exit
152,28/05/2019 23:27,Tuesday,28,23,Accident on BKE (towards PIE) before Mandai Rd Exit,Accident,BKE (towards PIE) before Mandai Rd Exit
153,28/05/2019 23:24,Tuesday,28,23,Accident on BKE (towards PIE) before Mandai Rd Exit. Avoid lane 3,Accident,BKE (towards PIE) before Mandai Rd Exit
154,28/05/2019 23:07,Tuesday,28,23,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Punggol Rd Exit. Avoid lane 2,Accident,TPE (towards PIE) after Punggol Rd Exit with congestion till Punggol Rd Exit
155,28/05/2019 23:05,Tuesday,28,23,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lane 2,Accident,TPE (towards PIE) after Punggol Rd Exit
156,28/05/2019 12:39,Tuesday,28,12,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 5,Accident,CTE (towards SLE) after Braddell Rd Exit
157,28/05/2019 11:37,Tuesday,28,11,Accident on CTE (towards SLE) after PIE(Changi) Exit. Avoid lane 1,Accident,CTE (towards SLE) after PIE(Changi) Exit
158,28/05/2019 11:33,Tuesday,28,11,Accident on SLE (towards BKE) after Mandai Rd Exit,Accident,SLE (towards BKE) after Mandai Rd Exit
159,28/05/2019 11:05,Tuesday,28,11,Accident on PIE (towards Changi Airport) before Kallang Way,Accident,PIE (towards Changi Airport) before Kallang Way
160,28/05/2019 10:40,Tuesday,28,10,Accident on SLE (towards BKE) after Mandai Rd Exit with congestion till Upper Thomson Rd Exit,Accident,SLE (towards BKE) after Mandai Rd Exit with congestion till Upper Thomson Rd Exit
161,28/05/2019 10:36,Tuesday,28,10,Accident on AYE (towards MCE) after Yuan Ching Exit,Accident,AYE (towards MCE) after Yuan Ching Exit
162,28/05/2019 10:32,Tuesday,28,10,Accident on PIE (towards Changi Airport) before Kallang Way with congestion till Toa Payoh Lor 1,Accident,PIE (towards Changi Airport) before Kallang Way with congestion till Toa Payoh Lor 1
163,28/05/2019 10:23,Tuesday,28,10,Accident on PIE (towards Changi Airport) before Kallang Way with congestion till Toa Payoh Lor 1. Avoid lane 5,Accident,PIE (towards Changi Airport) before Kallang Way with congestion till Toa Payoh Lor 1
164,28/05/2019 10:20,Tuesday,28,10,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 5,Accident,PIE (towards Changi Airport) before Kallang Way
165,28/05/2019 10:16,Tuesday,28,10,Accident on AYE (towards MCE) after Yuan Ching Exit with congestion till Yuan Ching Exit,Accident,AYE (towards MCE) after Yuan Ching Exit with congestion till Yuan Ching Exit
166,28/05/2019 10:13,Tuesday,28,10,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit,Accident,CTE (towards AYE) before Braddell Rd/Lor Chuan Exit
167,28/05/2019 9:58,Tuesday,28,9,Accident on SLE (towards BKE) after Mandai Rd Exit with congestion till Upper Thomson Rd Exit. Avoid lane 3,Accident,SLE (towards BKE) after Mandai Rd Exit with congestion till Upper Thomson Rd Exit
168,28/05/2019 9:55,Tuesday,28,9,Accident on SLE (towards BKE) after Mandai Rd Exit. Avoid lane 3,Accident,SLE (towards BKE) after Mandai Rd Exit
169,28/05/2019 9:52,Tuesday,28,9,Accident on PIE (towards Tuas) at Whitley Rd Entrance,Accident,PIE (towards Tuas) at Whitley Rd Entrance
170,28/05/2019 9:46,Tuesday,28,9,Heavy Traffic on ECP (towards Changi Airport) after Tg Katong Rd Exit,Heavy Traffic,on ECP (towards Changi Airport) after Tg Katong Rd Exit
171,28/05/2019 9:46,Tuesday,28,9,Heavy Traffic on PIE (towards Changi Airport) before Toa Payoh Lor 1,Heavy Traffic,on PIE (towards Changi Airport) before Toa Payoh Lor 1
172,28/05/2019 9:43,Tuesday,28,9,Accident on AYE (towards MCE) after Yuan Ching Exit with congestion till Yuan Ching Exit. Avoid lane 1,Accident,AYE (towards MCE) after Yuan Ching Exit with congestion till Yuan Ching Exit
173,28/05/2019 9:42,Tuesday,28,9,Accident on AYE (towards MCE) after Yuan Ching Exit. Avoid lane 1,Accident,AYE (towards MCE) after Yuan Ching Exit
174,28/05/2019 9:38,Tuesday,28,9,Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1 with congestion till Stevens Rd Exit,Accident,PIE (towards Changi Airport) before Toa Payoh Lor 1 with congestion till Stevens Rd Exit
175,28/05/2019 9:28,Tuesday,28,9,Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1 with congestion till Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Changi Airport) before Toa Payoh Lor 1 with congestion till Stevens Rd Exit
176,28/05/2019 9:21,Tuesday,28,9,Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1,Accident,PIE (towards Changi Airport) before Toa Payoh Lor 1
177,28/05/2019 9:08,Tuesday,28,9,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit
178,28/05/2019 8:45,Tuesday,28,8,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit. Avoid lanes 3 and 4,Accident,ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit
179,28/05/2019 8:34,Tuesday,28,8,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Tg Katong Rd Exit. Avoid lanes 3 and 4,Accident,ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Tg Katong Rd Exit
180,28/05/2019 8:24,Tuesday,28,8,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit. Avoid lane 3,Accident,ECP (towards Changi Airport) after Tg Katong Rd Exit
181,28/05/2019 8:24,Tuesday,28,8,Accident on PIE (towards Tuas) after Toa Payoh Exit,Accident,PIE (towards Tuas) after Toa Payoh Exit
182,28/05/2019 7:56,Tuesday,28,7,Accident on Upper Serangoon Road (towards Sengkang) after Serangoon Central. Avoid left lane,Accident,Upper Serangoon Road (towards Sengkang) after Serangoon Central
183,28/05/2019 7:43,Tuesday,28,7,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd,Heavy Traffic,on PIE (towards Changi Airport) after Thomson Rd
184,28/05/2019 6:54,Tuesday,28,6,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd
185,28/05/2019 6:31,Tuesday,28,6,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit
186,28/05/2019 6:11,Tuesday,28,6,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd
187,28/05/2019 6:08,Tuesday,28,6,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 2,Accident,PIE (towards Changi Airport) after Thomson Rd
188,28/05/2019 3:36,Tuesday,28,3,Accident on ECP (towards City) at Tanah Merah Coast Rd Entrance,Accident,ECP (towards City) at Tanah Merah Coast Rd Entrance
189,28/05/2019 3:28,Tuesday,28,3,Obstacle on ECP (towards City) at PIE Exit,Obstacle,ECP (towards City) at PIE Exit
190,28/05/2019 3:25,Tuesday,28,3,Obstacle on PIE (towards Tuas) after Toh Guan Rd Exit. Avoid lane 1,Obstacle,PIE (towards Tuas) after Toh Guan Rd Exit
191,28/05/2019 3:03,Tuesday,28,3,Accident on TPE (towards PIE) at Loyang Ave Entrance,Accident,TPE (towards PIE) at Loyang Ave Entrance
192,28/05/2019 2:26,Tuesday,28,2,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1,Accident,PIE (towards Tuas) before KPE Exit
193,28/05/2019 2:07,Tuesday,28,2,Accident on PIE (towards Changi Airport) after Onraet Rd,Accident,PIE (towards Changi Airport) after Onraet Rd
194,28/05/2019 1:57,Tuesday,28,1,Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Onraet Rd
195,28/05/2019 1:36,Tuesday,28,1,Accident on BKE (towards Woodlands) after SLE Exit,Accident,BKE (towards Woodlands) after SLE Exit
196,28/05/2019 1:29,Tuesday,28,1,Accident on BKE (towards PIE) after Mandai Rd Exit,Accident,BKE (towards PIE) after Mandai Rd Exit
197,28/05/2019 1:19,Tuesday,28,1,Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 2,Accident,BKE (towards PIE) after Mandai Rd Exit
198,28/05/2019 1:16,Tuesday,28,1,Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lanes 1 and 2,Accident,BKE (towards PIE) after Mandai Rd Exit
199,28/05/2019 1:01,Tuesday,28,1,Accident on AYE (towards MCE) after Portsdown Ave Exit with congestion till Clementi Rd Exit,Accident,AYE (towards MCE) after Portsdown Ave Exit with congestion till Clementi Rd Exit
200,28/05/2019 0:51,Tuesday,28,0,Accident on AYE (towards Tuas ) at West Coast Way Entrance,Accident,AYE (towards Tuas ) at West Coast Way Entrance
201,28/05/2019 0:37,Tuesday,28,0,Accident on ECP (towards Changi Airport) at Tanjong Katong Exit,Accident,ECP (towards Changi Airport) at Tanjong Katong Exit
202,28/05/2019 0:30,Tuesday,28,0,Accident on PIE (towards Changi Airport) before Simei Ave. Avoid lane 3,Accident,PIE (towards Changi Airport) before Simei Ave
203,28/05/2019 0:26,Tuesday,28,0,Accident on AYE (towards MCE) after Portsdown Ave Exit with congestion till Clementi Rd Exit. Avoid lane 4,Accident,AYE (towards MCE) after Portsdown Ave Exit with congestion till Clementi Rd Exit
204,28/05/2019 0:21,Tuesday,28,0,Accident on AYE (towards MCE) after Portsdown Ave Exit. Avoid lane 4,Accident,AYE (towards MCE) after Portsdown Ave Exit
205,28/05/2019 0:20,Tuesday,28,0,Accident on PIE (towards Changi Airport) after Jalan Anak Bukit. Avoid lane 1,Accident,PIE (towards Changi Airport) after Jalan Anak Bukit
206,28/05/2019 0:13,Tuesday,28,0,Accident on TPE (towards PIE) before KPE Exit. Avoid lane 4,Accident,TPE (towards PIE) before KPE Exit
207,27/05/2019 23:53,Monday,27,23,Accident on PIE (towards Tuas) after Stevens Rd Exit,Accident,PIE (towards Tuas) after Stevens Rd Exit
208,27/05/2019 23:02,Monday,27,23,Accident on Braddell Road (towards Lornie) after Bishan Flyover. Avoid left lane,Accident,Braddell Road (towards Lornie) after Bishan Flyover
209,27/05/2019 15:44,Monday,27,15,Obstacle on SLE (towards CTE) before TPE Exit. Avoid lanes 1 and 2,Obstacle,SLE (towards CTE) before TPE Exit
210,27/05/2019 15:44,Monday,27,15,Obstacle on SLE (towards CTE) before TPE Exit. Avoid lane 2,Obstacle,SLE (towards CTE) before TPE Exit
211,27/05/2019 14:36,Monday,27,14,Accident on Choa Chu Kang Avenue 4 towards Choa Chu Kang Way. Avoid left lane,Accident,Choa Chu Kang Avenue 4 towards Choa Chu Kang Way
