,date,day,hour,days_of_week,text
222,2019-05-27 07:26:20,27,7,Monday,Obstacle on KJE (towards BKE) after Choa Chu Kang Way Exit. Avoid lane 3
223,2019-05-27 07:08:40,27,7,Monday,Accident on SLE (towards BKE) after Woodlands Ave 2 Exit. Avoid lane 1
224,2019-05-27 06:04:13,27,6,Monday,Obstacle on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lane 4
225,2019-05-27 05:48:09,27,5,Monday,Obstacle on PIE (towards Tuas) after Upper Jurong Rd. Avoid lane 2
226,2019-05-27 05:45:04,27,5,Monday,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lanes 2 and 3
227,2019-05-27 05:38:59,27,5,Monday,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lane 3
228,2019-05-27 05:20:16,27,5,Monday,Obstacle on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lanes 2 and 3
229,2019-05-27 04:31:35,27,4,Monday,Accident on Penjuru Road (towards West Coast Road) after Teban Gardens Crescent. Penjuru Road closed after Teban Gardens Crescent
230,2019-05-27 04:23:57,27,4,Monday,Accident on Penjuru Road (towards Teban Gardens Crescent) after West Coast Road. Penjuru Road closed after West Coast Road
231,2019-05-27 04:19:22,27,4,Monday,Accident on Woodlands Road (towards City) after Sungei Kadut Ave with congestion till Mandai Road
232,2019-05-27 04:16:23,27,4,Monday,Accident on PIE (towards Changi Airport) at KPE(ECP) Exit
233,2019-05-27 04:11:05,27,4,Monday,Accident on Woodlands Road (towards City) after Sungei Kadut Ave with congestion till Mandai Road. Woodlands Road clo... http://sg.sg/1Motor
234,2019-05-27 04:07:59,27,4,Monday,Accident in CTE Tunnel (towards AYE) after Outram Rd Exit
235,2019-05-27 03:57:28,27,3,Monday,Accident on Woodlands Road (towards City) after Sungei Kadut Ave. Woodlands Road closed after Sungei Kadut Ave
236,2019-05-27 03:54:23,27,3,Monday,Accident on Woodlands Road (towards City) after Sungei Kadut Ave
237,2019-05-27 03:50:31,27,3,Monday,Accident on Tampines Avenue 10 (towards Tampines Link) after Tampines Industrial Avenue 5
238,2019-05-27 03:24:32,27,3,Monday,Obstacle on PIE (towards Tuas) before Eng Neo Ave. Avoid lane 2
239,2019-05-27 02:28:34,27,2,Monday,Heavy Traffic on AYE (towards MCE) before Clementi Ave 2 Exit
240,2019-05-27 02:01:50,27,2,Monday,Accident on AYE (towards MCE) before Clementi Ave 2 Exit with congestion till Jurong Town Hall Entrance. Avoid lane 1
241,2019-05-27 01:58:36,27,1,Monday,Accident on AYE (towards MCE) before Clementi Ave 2 Exit. Avoid lane 1
242,2019-05-27 01:32:39,27,1,Monday,Heavy Traffic on ECP (towards Changi Airport) after Still Rd Sth Exit
243,2019-05-27 01:32:39,27,1,Monday,Accident on SLE (towards CTE) after Mandai Ave Exit
244,2019-05-27 00:59:10,27,0,Monday,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit. Avoid lane 1
245,2019-05-27 00:44:07,27,0,Monday,Accident on AYE (towards Tuas) at Jurong Pier Rd Exit with congestion till Penjuru Rd Exit
246,2019-05-27 00:41:18,27,0,Monday,Accident on Serangoon Road (towards Sengkang) after Whampoa South. Avoid right lane
247,2019-05-27 00:37:40,27,0,Monday,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Still Rd Sth Exit. Avoid lane 1
248,2019-05-27 00:36:14,27,0,Monday,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 1
249,2019-05-27 00:24:06,27,0,Monday,Accident on AYE (towards Tuas) at Jurong Pier Rd Exit
250,2019-05-27 00:19:30,27,0,Monday,Accident on KPE (towards ECP) before Tampines Rd Exit with congestion till Tampines Rd Exit. Avoid lane 1
251,2019-05-27 00:19:30,27,0,Monday,Accident on TPE (towards PIE) after KPE Exit
252,2019-05-27 00:13:23,27,0,Monday,Heavy Traffic on TPE (towards PIE) before Loyang Ave Exit
253,2019-05-27 00:10:17,27,0,Monday,Accident on KPE (towards ECP) before Tampines Rd Exit. Avoid lane 1
254,2019-05-27 00:08:47,27,0,Monday,Heavy Traffic on PIE (towards Tuas) before Upper Jurong Rd
255,2019-05-27 00:06:31,27,0,Monday,Accident on PIE (towards Tuas) before Upper Jurong Rd with congestion till Pioneer Rd North
256,2019-05-26 23:58:59,26,23,Sunday,Accident on PIE (towards Tuas) before Upper Jurong Rd with congestion till Pioneer Rd North. Avoid lane 4
257,2019-05-26 23:57:24,26,23,Sunday,Accident on PIE (towards Tuas) before Upper Jurong Rd. Avoid lane 4
258,2019-05-26 23:52:46,26,23,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lane 2
259,2019-05-26 23:41:11,26,23,Sunday,Accident on TPE (towards PIE) before Loyang Ave Exit with congestion till Pasir Ris Dr 8 Exit. Avoid lane 1
260,2019-05-26 23:36:32,26,23,Sunday,Accident on TPE (towards PIE) before Loyang Ave Exit. Avoid lane 1
261,2019-05-26 23:34:25,26,23,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lanes 1 and 2
262,2019-05-26 23:00:18,26,23,Sunday,Accident on Macpherson Road (towards Jalan Muhibbah) after Aljunied Road
263,2019-05-26 21:04:47,26,21,Sunday,Accident on AYE (towards MCE) after Yuan Ching
264,2019-05-26 20:00:06,26,20,Sunday,Accident on KJE (towards PIE) after Woodlands Rd Exit
265,2019-05-26 19:09:19,26,19,Sunday,Accident on ECP (towards Changi Airport) at PIE(Jurong) Exit
266,2019-05-26 16:27:38,26,16,Sunday,Accident on Clementi Road near Clementi Road/Commonwealth Avenue West Junction
267,2019-05-26 15:11:51,26,15,Sunday,Accident on SLE (towards CTE) after Woodlands Ave 2 Exit. Avoid lanes 1 and 2
268,2019-05-26 15:09:31,26,15,Sunday,Accident on SLE (towards CTE) after Woodlands Ave 2 Exit. Avoid lane 1
269,2019-05-26 13:59:13,26,13,Sunday,Accident on PIE (towards Tuas) after CTE(SLE) Exit. Avoid lane 1
270,2019-05-26 13:57:42,26,13,Sunday,Heavy Traffic on PIE (towards Tuas) after Thomson Rd Exit
271,2019-05-26 13:54:37,26,13,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till CTE(City) Exit. Avoid lane 1
272,2019-05-26 13:48:37,26,13,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lanes 1 and 2
273,2019-05-26 13:28:34,26,13,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1
274,2019-05-26 13:19:33,26,13,Sunday,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 1
275,2019-05-26 13:09:05,26,13,Sunday,Accident on PIE (towards Changi Airport) at Toa Payoh 17D Exit
276,2019-05-26 13:08:20,26,13,Sunday,Accident on PIE (towards Changi Airport) at Toa Payoh Entrance
277,2019-05-26 13:06:08,26,13,Sunday,Accident on PIE (towards Changi Airport) after Thomson Rd
278,2019-05-26 10:02:32,26,10,Sunday,Accident on Bukit Timah Road (towards Woodlands) after Selegie Road
279,2019-05-26 08:50:40,26,8,Sunday,Obstacle on SLE (towards CTE) before TPE Exit. Avoid lane 3
280,2019-05-26 07:47:24,26,7,Sunday,Accident on KJE (towards BKE) after PIE Entrance
281,2019-05-26 06:22:14,26,6,Sunday,Heavy Traffic on CTE (towards AYE) after Moulmein Rd Exit
282,2019-05-26 05:47:19,26,5,Sunday,Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Changi) Exit. Avoid lane 1
283,2019-05-26 05:25:53,26,5,Sunday,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit. Avoid lane 4
284,2019-05-26 05:25:53,26,5,Sunday,Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Jurong) Exit. Avoid lane 1
285,2019-05-26 05:24:19,26,5,Sunday,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4
286,2019-05-26 05:20:30,26,5,Sunday,Accident on CTE (towards AYE) after Moulmein Rd Exit. Avoid lane 1
287,2019-05-26 05:16:43,26,5,Sunday,Heavy Traffic on PIE (towards Tuas) after Jalan Eunos
288,2019-05-26 05:15:59,26,5,Sunday,Obstacle on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 1
289,2019-05-26 05:14:25,26,5,Sunday,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Avenue 3 exit. Avoid lane 1
290,2019-05-26 05:09:55,26,5,Sunday,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Rd. Avoid lane 1
291,2019-05-26 05:06:11,26,5,Sunday,Accident on CTE (towards AYE) after PIE(Changi) Exit
292,2019-05-26 05:02:37,26,5,Sunday,Accident on CTE (towards AYE) after PIE(Changi) Exit. Avoid lane 4
293,2019-05-26 04:58:07,26,4,Sunday,Accident on AYE (towards MCE) at Keppel Rd Entrance
294,2019-05-26 04:45:18,26,4,Sunday,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Rd. Avoid lanes 1 and 2
295,2019-05-26 04:42:22,26,4,Sunday,Accident on PIE (towards Tuas) after Jalan Eunos. Avoid lanes 1 and 2
296,2019-05-26 03:10:56,26,3,Sunday,Accident on Ang Mo Kio Avenue 5 (towards Ang Mo Kio Avenue 8) after Ang Mo Kio Avenue 6. Avoid left lane
297,2019-05-26 02:19:46,26,2,Sunday,Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd
298,2019-05-26 02:19:02,26,2,Sunday,Heavy Traffic on PIE (towards Changi Airport) after Kim Keat Link
299,2019-05-26 01:52:23,26,1,Sunday,Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lanes 3 and 4
300,2019-05-26 01:42:42,26,1,Sunday,Accident on PIE (towards Changi Airport) after Kim Keat Link. Avoid lanes 3 and 4
301,2019-05-26 01:41:14,26,1,Sunday,Accident on PIE (towards Changi Airport) after Kim Keat Link. Avoid lane 1
302,2019-05-25 20:48:05,25,20,Saturday,Accident on SLE (towards CTE) at Mandai Ave Exit
303,2019-05-25 17:05:38,25,17,Saturday,"Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lanes 1, 2 and 3"
304,2019-05-25 16:52:33,25,16,Saturday,Accident on TPE (towards SLE) before Punggol Rd Exit. Avoid lanes 1 and 2
305,2019-05-25 16:50:18,25,16,Saturday,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lanes 1 and 2
306,2019-05-25 16:34:47,25,16,Saturday,Accident on Upper Serangoon Road (towards City) after Bartley Rd. Avoid right lane
307,2019-05-25 15:42:52,25,15,Saturday,Accident on PIE (towards Tuas) at Paya Lebar Rd Entrance
308,2019-05-25 14:35:14,25,14,Saturday,Accident on Punggol Way near Punggol Central/Punggol Way Junction
309,2019-05-25 13:21:08,25,13,Saturday,Accident on AYE (towards MCE) after Tuas West Rd Entrance. Avoid lane 4
310,2019-05-25 13:20:18,25,13,Saturday,Accident on AYE (towards MCE) after Tuas West Rd Entrance
311,2019-05-25 13:12:03,25,13,Saturday,"Accident on AYE (towards MCE) after Tuas West Rd Entrance. Avoid lanes 2, 3 and 4"
312,2019-05-25 11:57:19,25,11,Saturday,Heavy Traffic on PIE (towards Tuas) before KPE Exit
313,2019-05-25 11:41:14,25,11,Saturday,Accident on PIE (towards Tuas) before KPE Exit with congestion till Paya Lebar Rd. Avoid lane 1
314,2019-05-25 11:29:54,25,11,Saturday,Accident on PIE (towards Tuas) before KPE Exit with congestion till Paya Lebar Rd. Avoid lanes 1 and 2
315,2019-05-25 11:25:18,25,11,Saturday,Accident on PIE (towards Tuas) before KPE Exit. Avoid lanes 1 and 2
316,2019-05-25 11:09:14,25,11,Saturday,Accident on AYE (towards Tuas) at Tuas West Rd Entrance
317,2019-05-25 10:51:38,25,10,Saturday,Accident on Lentor Avenue (towards SLE) after Yishun Avenue 1
318,2019-05-25 10:28:35,25,10,Saturday,Accident on Serangoon Road (towards Sengkang) after Rochor Canal Road
319,2019-05-25 09:52:44,25,9,Saturday,Accident on Sheares Avenue (towards Marina Boulevard) after Sheares Link
320,2019-05-25 09:33:08,25,9,Saturday,Accident on PIE (towards Changi Airport) after Kim Keat Link
321,2019-05-25 09:16:28,25,9,Saturday,Obstacle on Lorong 23 Geylang (towards Geylang Road) after Sims Avenue. Avoid right lane
322,2019-05-25 09:04:16,25,9,Saturday,Accident on AYE (towards MCE) before Alexandra Rd Exit. Avoid lane 1
323,2019-05-25 08:34:18,25,8,Saturday,Accident on BKE (towards Woodlands) after Dairy Farm Rd Exit with congestion till Dairy Farm Rd Exit. Avoid lanes 1 and 2
324,2019-05-25 08:25:28,25,8,Saturday,Accident on BKE (towards Woodlands) before Bukit Panjang Rd Exit
325,2019-05-25 08:20:57,25,8,Saturday,Accident on BKE (towards Woodlands) after Dairy Farm Rd Exit with congestion till Dairy Farm Rd Exit. Avoid lane 2
326,2019-05-25 08:18:36,25,8,Saturday,Accident on BKE (towards Woodlands) after Dairy Farm Rd Exit. Avoid lane 2
327,2019-05-25 08:16:22,25,8,Saturday,Accident on PIE (towards Changi Airport) at Jalan Eunos Exit
328,2019-05-25 08:13:18,25,8,Saturday,Accident on CTE (towards AYE) at PIE(Changi) Exit
329,2019-05-25 08:04:13,25,8,Saturday,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1
330,2019-05-25 07:24:31,25,7,Saturday,Heavy Traffic on AYE (towards MCE) after Clementi Ave 2 Exit
331,2019-05-25 07:21:34,25,7,Saturday,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
332,2019-05-25 07:17:02,25,7,Saturday,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit. Avoid lane 1
333,2019-05-25 07:10:59,25,7,Saturday,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lane 1
334,2019-05-25 07:08:39,25,7,Saturday,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Thomson Rd. Avoid lane 1
335,2019-05-25 07:02:08,25,7,Saturday,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
336,2019-05-25 06:58:23,25,6,Saturday,Accident on AYE (towards MCE) after Alexandra
337,2019-05-25 06:47:50,25,6,Saturday,Accident on AYE (towards MCE) after Alexandra. Avoid lane 3
338,2019-05-25 06:31:33,25,6,Saturday,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lanes 1 and 2
339,2019-05-25 06:11:17,25,6,Saturday,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Entrance. Avoid lanes 1 and 2
340,2019-05-25 06:08:15,25,6,Saturday,Accident on AYE (towards MCE) after Clementi Ave 2 Exit. Avoid lanes 1 and 2
341,2019-05-25 05:18:27,25,5,Saturday,Accident on BKE (towards Woodlands) before Woodlands Rd Exit. Avoid lane 4
342,2019-05-25 05:05:28,25,5,Saturday,Accident on KJE (towards PIE) at Woodlands Rd Exit
343,2019-05-25 05:03:13,25,5,Saturday,Accident on KJE (towards BKE) at Woodlands Rd Exit
344,2019-05-25 04:53:33,25,4,Saturday,Accident on BKE (towards Woodlands) before Woodlands Checkpoint. Avoid lanes 1 and 2
345,2019-05-25 04:43:34,25,4,Saturday,Accident on PIE (towards Changi Airport) at Jurong Town Hall Exit
346,2019-05-25 04:42:50,25,4,Saturday,Accident on PIE (towards Tuas) at Jurong Town Hall Rd Exit
347,2019-05-25 04:21:51,25,4,Saturday,Accident on BKE (towards Woodlands) before Woodlands Checkpoint. Avoid lane 2
348,2019-05-25 03:31:43,25,3,Saturday,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
349,2019-05-25 02:36:36,25,2,Saturday,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1
350,2019-05-24 23:57:47,24,23,Friday,Accident on BKE (towards Woodlands) at Woodlands Rd Exit. Woodlands Rd Exit closed
351,2019-05-24 23:40:51,24,23,Friday,Accident on BKE (towards Woodlands) at Woodlands Rd Exit
352,2019-05-24 22:30:27,24,22,Friday,Accident on BKE (towards Woodlands) before Woodlands Checkpoint
353,2019-05-24 15:31:31,24,15,Friday,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lane 5
354,2019-05-24 15:27:14,24,15,Friday,Accident on Airport Boulevard (towards South Perimeter Road) after T3 Departure Drive
355,2019-05-24 15:16:02,24,15,Friday,Accident on ECP (towards City) at Changi Airport Exit
356,2019-05-24 15:01:43,24,15,Friday,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lanes 4 and 5
357,2019-05-24 14:52:13,24,14,Friday,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lanes 4 and 5
358,2019-05-24 13:10:18,24,13,Friday,Accident on SLE (towards CTE) at Woodlands Ave 12 Entrance
359,2019-05-24 13:10:18,24,13,Friday,Accident on ECP (towards City) before PIE(Tuas) Exit. Avoid lane 3
360,2019-05-24 13:05:42,24,13,Friday,Heavy Traffic on SLE (towards BKE) before Mandai Rd Exit
361,2019-05-24 12:58:20,24,12,Friday,Accident on Bukit Timah Road (towards Woodlands) after Holland Link. Avoid right lane
362,2019-05-24 12:39:07,24,12,Friday,Accident on TPE (towards SLE) at Tampines Ave 12 Entrance
363,2019-05-24 12:30:07,24,12,Friday,Accident on SLE (towards BKE) after TPE Entrance. Avoid lane 1
364,2019-05-24 12:11:26,24,12,Friday,Accident on Dunearn Road (towards City) after Swiss Club Road
365,2019-05-24 12:11:26,24,12,Friday,Accident on SLE (towards BKE) before Mandai Rd Exit with congestion till Upper Thomson Rd Exit. Avoid lane 2
366,2019-05-24 12:10:34,24,12,Friday,Accident on SLE (towards BKE) before Mandai Rd Exit. Avoid lane 2
367,2019-05-24 11:22:05,24,11,Friday,Heavy Traffic on BKE (towards Woodlands) after PIE Entrance
368,2019-05-24 10:33:18,24,10,Friday,Accident on TPE (towards PIE) at Seletar West Link Entrance. Seletar West Link Entrance closed
369,2019-05-24 10:29:44,24,10,Friday,Accident on TPE (towards PIE) at Seletar West Link Entrance
370,2019-05-24 10:02:58,24,10,Friday,Heavy Traffic on TPE (towards SLE) before Tampines Ave 10 Exit
371,2019-05-24 10:00:41,24,10,Friday,Accident on BKE (towards Woodlands) after PIE Entrance with congestion till PIE Entrance
372,2019-05-24 09:53:15,24,9,Friday,Accident on TPE (towards SLE) before Tampines Ave 10 Exit with congestion till Tampines Ave 12 Exit
373,2019-05-24 09:38:02,24,9,Friday,Accident on BKE (towards Woodlands) after PIE Entrance with congestion till PIE Entrance. Avoid lane 2
374,2019-05-24 09:37:17,24,9,Friday,Accident on TPE (towards SLE) before Tampines Ave 10 Exit with congestion till Tampines Ave 12 Exit. Avoid lane 1
375,2019-05-24 09:37:17,24,9,Friday,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 2
376,2019-05-24 09:34:57,24,9,Friday,Accident on TPE (towards SLE) before Tampines Ave 10 Exit. Avoid lane 1
377,2019-05-24 08:42:51,24,8,Friday,Obstacle on AYE (towards Tuas) before Tuas Rd Exit. Avoid lane 3
378,2019-05-24 07:57:10,24,7,Friday,Heavy Traffic on PIE (towards Tuas) after Stevens Rd Exit
379,2019-05-24 07:54:44,24,7,Friday,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 4
380,2019-05-24 07:52:25,24,7,Friday,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2
381,2019-05-24 07:50:02,24,7,Friday,Heavy Traffic on CTE (towards AYE) before AMK Ave 1 Exit
382,2019-05-24 07:50:02,24,7,Friday,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1
383,2019-05-24 07:46:12,24,7,Friday,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 2
384,2019-05-24 07:09:08,24,7,Friday,Accident on CTE (towards AYE) after AMK Ave 5 Exit. Avoid lane 2
385,2019-05-24 06:43:00,24,6,Friday,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit. Avoid lane 1
386,2019-05-24 06:40:39,24,6,Friday,Accident on PIE (towards Changi Airport) after Bedok North Ave 3 with congestion till Bedok North Rd. Avoid lane 1
387,2019-05-24 06:39:53,24,6,Friday,Accident on CTE (towards AYE) before AMK Ave 1 Exit. Avoid lane 1
388,2019-05-24 06:38:22,24,6,Friday,Obstacle on KJE (towards BKE) at BKE(Woodlands) Exit
389,2019-05-24 06:34:28,24,6,Friday,Accident on PIE (towards Changi Airport) after Bedok North Ave 3. Avoid lane 1
390,2019-05-24 06:16:41,24,6,Friday,Accident on SLE (towards CTE) before Woodlands Ave 12 Exit. Avoid lane 4
391,2019-05-24 06:06:17,24,6,Friday,Accident on CTE (towards AYE) after PIE(Jurong) Exit. Avoid lane 1
392,2019-05-24 05:36:33,24,5,Friday,Obstacle on KJE (towards PIE) after Woodlands Rd Exit. Avoid lane 2
393,2019-05-24 05:32:48,24,5,Friday,Obstacle on PIE (towards Tuas) after Clementi Rd Exit. Avoid lanes 1 and 2
394,2019-05-24 05:28:29,24,5,Friday,Obstacle on PIE (towards Tuas) after Clementi Rd Exit. Avoid lane 2
395,2019-05-24 05:22:28,24,5,Friday,Accident on BKE (towards Woodlands) after PIE Entrance
396,2019-05-24 05:06:45,24,5,Friday,Accident on TPE (towards SLE) before PIE Entrance. Avoid lane 2
397,2019-05-24 03:41:48,24,3,Friday,Accident on Havelock Road near Eu Tong Sen Street/Havelock Road Junction
398,2019-05-24 02:55:13,24,2,Friday,Accident on Robinson Road (towards Boon Tat Street) after Mccallum Street
399,2019-05-24 02:37:31,24,2,Friday,Accident on CTE (towards SLE) at Seletar West Link Exit
400,2019-05-24 02:28:53,24,2,Friday,Accident on ECP (towards City) after Fort Rd Exit
401,2019-05-24 02:19:00,24,2,Friday,Accident on KJE (towards PIE) before Woodlands Rd Exit. Avoid lanes 4 and 5
402,2019-05-24 02:16:41,24,2,Friday,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lanes 1 and 2
403,2019-05-24 02:10:29,24,2,Friday,Accident on KJE (towards PIE) before Woodlands Rd Exit. Avoid lane 4
404,2019-05-24 01:47:54,24,1,Friday,Accident on Upper Changi Road East (toward City) after Xilin Avenue
405,2019-05-24 01:40:15,24,1,Friday,Accident on PIE (towards Tuas) after Bedok North Rd. Avoid lane 1
406,2019-05-24 01:19:06,24,1,Friday,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
407,2019-05-24 01:06:06,24,1,Friday,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till Tampines Rd Exit. Avoid lane 3
408,2019-05-24 01:05:16,24,1,Friday,Obstacle on PIE (towards Tuas) before Jalan Bahar. Avoid lane 4
409,2019-05-24 01:03:46,24,1,Friday,Accident on TPE (towards SLE) after Tampines Rd Exit. Avoid lane 3
410,2019-05-24 00:54:00,24,0,Friday,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 5 Exit
411,2019-05-24 00:43:15,24,0,Friday,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 5 Exit. Avoid lane 4
412,2019-05-24 00:41:00,24,0,Friday,Heavy Traffic on BKE (towards PIE) before PIE Exit
413,2019-05-24 00:41:00,24,0,Friday,Obstacle on MCE (towards ECP) at Central Boulevard Exit
414,2019-05-24 00:39:23,24,0,Friday,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4
415,2019-05-24 00:36:22,24,0,Friday,Accident on BKE (towards PIE) before PIE Exit with congestion till Bukit Panjang Rd Exit
416,2019-05-24 00:34:47,24,0,Friday,Accident on BKE (towards PIE) before PIE Exit with congestion till Bukit Panjang Rd Exit. Avoid lane 2
417,2019-05-24 00:32:30,24,0,Friday,Accident on BKE (towards PIE) before PIE Exit. Avoid lane 2
418,2019-05-24 00:22:49,24,0,Friday,Accident on PIE (towards Tuas) before Pioneer Rd North with congestion till Jalan Bahar. Avoid lane 4
419,2019-05-24 00:19:44,24,0,Friday,Accident on PIE (towards Tuas) before Pioneer Rd North with congestion till Jalan Bahar. Avoid lanes 2 and 4
420,2019-05-24 00:19:00,24,0,Friday,Accident on PIE (towards Tuas) before Pioneer Rd North with congestion till Jalan Bahar. Avoid lanes 1 and 2
421,2019-05-24 00:15:09,24,0,Friday,Obstacle on MCE (towards AYE) before Maxwell Rd Exit. Avoid lane 6
422,2019-05-24 00:13:37,24,0,Friday,Accident on PIE (towards Tuas) before Pioneer Rd North. Avoid lanes 1 and 2
423,2019-05-24 00:09:03,24,0,Friday,Obstacle on MCE (towards AYE) before Maxwell Rd Exit. Avoid lanes 4 and 5
424,2019-05-23 23:44:15,23,23,Thursday,Heavy Traffic on TPE (towards PIE) after Punggol Rd Exit
425,2019-05-23 23:36:00,23,23,Thursday,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Sengkang Exit. Avoid lane 1
426,2019-05-23 23:11:22,23,23,Thursday,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Punggol Rd Exit. Avoid lanes 1 and 2
427,2019-05-23 23:05:16,23,23,Thursday,Accident on TPE (towards PIE) after Punggol Rd Exit with congestion till Punggol Rd Exit. Avoid lane 1
428,2019-05-23 23:03:02,23,23,Thursday,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lane 1
429,2019-05-23 19:44:06,23,19,Thursday,Accident on PIE (towards Changi Airport) before Paya Lebar Rd. Avoid lanes 1 and 2
430,2019-05-23 19:40:21,23,19,Thursday,Accident on PIE (towards Changi Airport) before Paya Lebar Rd. Avoid lane 1
431,2019-05-23 19:30:42,23,19,Thursday,Obstacle on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lanes 1 and 2
432,2019-05-23 18:43:59,23,18,Thursday,Accident on PIE (towards Tuas) after KJE. Avoid lane 1
433,2019-05-23 11:20:26,23,11,Thursday,Accident on TPE (towards SLE) after Tampines Flyover. Avoid lane 4
434,2019-05-23 11:19:00,23,11,Thursday,Accident on TPE (towards SLE) after Tampines Flyover
435,2019-05-23 10:56:24,23,10,Thursday,Accident on TPE (towards SLE) after Tampines Flyover. Avoid lane 1
436,2019-05-23 10:51:05,23,10,Thursday,Accident on KPE (towards TPE) before TPE(SLE) Exit. Avoid lane 2
437,2019-05-23 10:36:37,23,10,Thursday,Accident on Toh Tuck Avenue (towards Bukit Batok East Avenue 3) after PIE
438,2019-05-23 10:30:28,23,10,Thursday,Obstacle on PIE (towards Tuas) after Clementi Rd Exit
439,2019-05-23 09:26:08,23,9,Thursday,Obstacle on PIE (towards Changi Airport) at Toa Payoh 17D Exit
440,2019-05-23 04:12:29,23,4,Thursday,Obstacle on PIE (towards Changi Airport) at Lornie Highway Entrance
441,2019-05-23 04:08:03,23,4,Thursday,Obstacle on PIE (towards Changi Airport) at Lornie Highway Entrance. Lornie Highway Entrance closed
442,2019-05-23 04:02:52,23,4,Thursday,Accident on PIE (towards Tuas) before Jalan Bahar. Avoid lanes 3 and 4
443,2019-05-23 03:44:17,23,3,Thursday,Accident on ECP (towards City) before Still Rd Sth Exit with congestion till East Coast Park Carpark F3 Exit. Avoid lane 1
444,2019-05-23 03:32:16,23,3,Thursday,Accident on CTE (towards SLE) before PIE(Changi) Exit
445,2019-05-23 03:02:17,23,3,Thursday,Accident on ECP (towards City) before Still Rd Sth Exit with congestion till East Coast Park Carpark F3 Exit. Avoid lanes 1 and 2
